arm,uid,question_key,group,seed,event_index,source_id,source,cached_accepted_len,valid_k,fresh_greedy_al,fresh_first_token_nll,fresh_first_token_rank,completion_offset
chain,114_t1,mt_bench:114,mt_bench,42,15,1,P1,2,8,4,0.8010498285293579,1,73
chain,114_t1,mt_bench:114,mt_bench,42,16,1,P1,2,8,2,0.05819406360387802,1,75
chain,114_t1,mt_bench:114,mt_bench,42,17,1,P1,8,8,8,0.014214457012712955,1,77
chain,114_t1,mt_bench:114,mt_bench,42,18,1,P1,9,8,1,2.094066619873047,2,85
chain,114_t1,mt_bench:114,mt_bench,42,19,1,P1,4,8,5,0.08443093299865723,1,94
chain,114_t1,mt_bench:114,mt_bench,42,20,1,P1,1,8,1,3.128842830657959,3,98
chain,114_t1,mt_bench:114,mt_bench,42,21,1,P1,5,8,9,0.01560242474079132,1,99
chain,114_t1,mt_bench:114,mt_bench,42,22,1,P1,9,8,9,0.13559190928936005,1,104
chain,114_t1,mt_bench:114,mt_bench,42,23,2,P2,1,8,9,1.0637718439102173,1,113
chain,114_t1,mt_bench:114,mt_bench,42,24,1,P1,9,8,9,0.11434400826692581,1,114
chain,114_t1,mt_bench:114,mt_bench,42,25,1,P1,1,8,9,0.8334839344024658,1,123
chain,114_t1,mt_bench:114,mt_bench,42,26,1,P1,9,8,9,0.4992401897907257,1,124
chain,114_t1,mt_bench:114,mt_bench,42,27,1,P1,9,8,9,0.0016617074143141508,1,133
chain,114_t1,mt_bench:114,mt_bench,42,28,2,P2,1,8,7,1.044472575187683,1,142
chain,114_t1,mt_bench:114,mt_bench,42,29,1,P1,6,8,6,0.05611616000533104,1,143
chain,114_t1,mt_bench:114,mt_bench,42,30,1,P1,1,8,1,11.153800964355469,592,149
chain,114_t1,mt_bench:114,mt_bench,42,31,0,Miss (fresh JIT),2,8,1,2.1413419246673584,2,150
chain,114_t1,mt_bench:114,mt_bench,42,32,0,Miss (fresh JIT),6,8,6,0.5757817029953003,1,152
chain,114_t1,mt_bench:114,mt_bench,42,33,1,P1,2,8,2,1.4665939807891846,1,158
chain,114_t1,mt_bench:114,mt_bench,42,34,2,P2,9,8,9,0.7781260013580322,1,160
chain,114_t1,mt_bench:114,mt_bench,42,35,2,P2,1,8,1,1.3631765842437744,2,169
chain,114_t1,mt_bench:114,mt_bench,42,36,1,P1,9,8,9,0.05958794429898262,1,170
chain,114_t1,mt_bench:114,mt_bench,42,37,1,P1,1,8,1,1.8080252408981323,2,179
chain,124_t0,mt_bench:124,mt_bench,42,0,0,Miss (fresh JIT),1,8,1,8.414011001586914,10,1
chain,124_t1,mt_bench:124,mt_bench,42,0,0,Miss (fresh JIT),2,8,2,0.039470527321100235,1,1
chain,124_t1,mt_bench:124,mt_bench,42,1,0,Miss (fresh JIT),1,8,1,5.868190765380859,29,3
chain,124_t1,mt_bench:124,mt_bench,42,2,2,P2,9,8,9,0.4754316210746765,1,4
chain,124_t1,mt_bench:124,mt_bench,42,3,1,P1,3,8,9,6.318072337307967e-06,1,13
chain,124_t1,mt_bench:124,mt_bench,42,4,1,P1,8,8,8,3.111314072157256e-05,1,16
chain,124_t1,mt_bench:124,mt_bench,42,5,2,P2,1,8,2,0.7111113667488098,1,24
chain,124_t1,mt_bench:124,mt_bench,42,6,1,P1,1,8,1,5.383587837219238,25,25
chain,127_t0,mt_bench:127,mt_bench,42,0,0,Miss (fresh JIT),1,8,1,2.7215230464935303,3,1
chain,127_t0,mt_bench:127,mt_bench,42,1,1,P1,2,8,1,3.0693199634552,2,2
chain,127_t0,mt_bench:127,mt_bench,42,2,1,P1,4,8,4,1.1734180450439453,1,4
chain,127_t0,mt_bench:127,mt_bench,42,3,0,Miss (fresh JIT),5,8,5,0.0014017528155818582,1,8
chain,127_t0,mt_bench:127,mt_bench,42,4,1,P1,2,8,2,0.1913890391588211,1,13
chain,127_t0,mt_bench:127,mt_bench,42,5,1,P1,2,8,2,0.9264060258865356,1,15
chain,127_t0,mt_bench:127,mt_bench,42,6,1,P1,2,8,1,4.885682106018066,12,17
chain,127_t0,mt_bench:127,mt_bench,42,7,0,Miss (fresh JIT),7,8,7,0.00219247629866004,1,19
chain,127_t0,mt_bench:127,mt_bench,42,8,1,P1,2,8,1,6.4128947257995605,37,26
chain,127_t0,mt_bench:127,mt_bench,42,9,1,P1,3,8,3,0.36628779768943787,1,28
chain,127_t0,mt_bench:127,mt_bench,42,10,0,Miss (fresh JIT),1,8,1,2.606851816177368,3,31
chain,127_t0,mt_bench:127,mt_bench,42,11,1,P1,6,8,1,2.373629093170166,3,32
chain,127_t0,mt_bench:127,mt_bench,42,12,1,P1,3,8,3,0.02157013490796089,1,38
chain,127_t0,mt_bench:127,mt_bench,42,13,0,Miss (fresh JIT),7,8,7,0.6675276756286621,1,41
chain,127_t0,mt_bench:127,mt_bench,42,14,0,Miss (fresh JIT),2,8,2,0.0026466362178325653,1,48
chain,127_t0,mt_bench:127,mt_bench,42,15,0,Miss (fresh JIT),1,8,1,3.430798292160034,3,50
chain,127_t0,mt_bench:127,mt_bench,42,16,1,P1,2,8,2,1.2105976343154907,1,51
chain,127_t0,mt_bench:127,mt_bench,42,17,2,P2,1,8,1,4.501678466796875,15,53
chain,127_t0,mt_bench:127,mt_bench,42,18,2,P2,1,8,1,3.6105144023895264,5,54
chain,127_t0,mt_bench:127,mt_bench,42,19,2,P2,1,8,1,4.609631061553955,14,55
chain,127_t0,mt_bench:127,mt_bench,42,20,2,P2,1,8,1,1.8406373262405396,2,56
chain,127_t0,mt_bench:127,mt_bench,42,21,1,P1,1,8,1,4.4728922843933105,15,57
chain,127_t0,mt_bench:127,mt_bench,42,22,2,P2,1,8,1,1.6957976818084717,3,58
chain,127_t0,mt_bench:127,mt_bench,42,23,1,P1,1,8,2,0.8773796558380127,1,59
chain,127_t0,mt_bench:127,mt_bench,42,24,1,P1,1,8,1,3.732196569442749,6,60
chain,127_t0,mt_bench:127,mt_bench,42,25,2,P2,9,8,2,0.6955631375312805,1,61
chain,127_t0,mt_bench:127,mt_bench,42,26,0,Miss (fresh JIT),9,8,2,0.07895717024803162,1,70
chain,127_t0,mt_bench:127,mt_bench,42,27,1,P1,3,8,3,0.5509811043739319,1,79
chain,127_t0,mt_bench:127,mt_bench,42,28,1,P1,4,8,4,0.00027092601521871984,1,82
chain,127_t0,mt_bench:127,mt_bench,42,29,1,P1,6,8,6,0.32535356283187866,1,86
chain,127_t0,mt_bench:127,mt_bench,42,30,1,P1,5,8,5,0.004220626316964626,1,92
chain,127_t0,mt_bench:127,mt_bench,42,31,1,P1,6,8,6,0.8274723887443542,1,97
chain,127_t0,mt_bench:127,mt_bench,42,32,1,P1,2,8,1,1.3894550800323486,2,103
chain,127_t0,mt_bench:127,mt_bench,42,33,1,P1,1,8,1,2.856828212738037,3,105
chain,127_t0,mt_bench:127,mt_bench,42,34,1,P1,2,8,2,0.8061460852622986,1,106
chain,127_t0,mt_bench:127,mt_bench,42,35,1,P1,5,8,5,0.09773555397987366,1,108
chain,127_t0,mt_bench:127,mt_bench,42,36,1,P1,8,8,4,0.4244789779186249,1,113
chain,127_t0,mt_bench:127,mt_bench,42,37,1,P1,2,8,8,0.9575795531272888,1,121
chain,127_t0,mt_bench:127,mt_bench,42,38,1,P1,6,8,6,0.11828093975782394,1,123
chain,127_t0,mt_bench:127,mt_bench,42,39,2,P2,2,8,1,2.954113245010376,6,129
chain,127_t0,mt_bench:127,mt_bench,42,40,1,P1,1,8,1,2.4751663208007812,2,131
chain,127_t0,mt_bench:127,mt_bench,42,41,1,P1,1,8,6,0.7715286016464233,1,132
chain,127_t0,mt_bench:127,mt_bench,42,42,1,P1,1,8,5,0.5419681668281555,1,133
chain,127_t0,mt_bench:127,mt_bench,42,43,1,P1,4,8,4,0.32087191939353943,1,134
chain,127_t0,mt_bench:127,mt_bench,42,44,1,P1,2,8,2,0.011514633893966675,1,138
chain,127_t0,mt_bench:127,mt_bench,42,45,1,P1,4,8,1,1.1497187614440918,2,140
chain,127_t0,mt_bench:127,mt_bench,42,46,2,P2,4,8,2,1.0396778583526611,1,144
chain,127_t0,mt_bench:127,mt_bench,42,47,1,P1,3,8,1,1.1017773151397705,2,148
chain,127_t0,mt_bench:127,mt_bench,42,48,1,P1,2,8,2,0.011045148596167564,1,151
chain,127_t0,mt_bench:127,mt_bench,42,49,1,P1,1,8,1,6.531823635101318,27,153
chain,127_t0,mt_bench:127,mt_bench,42,50,0,Miss (fresh JIT),9,8,1,3.1412179470062256,5,154
chain,127_t0,mt_bench:127,mt_bench,42,51,1,P1,9,8,5,0.007813130505383015,1,163
chain,127_t0,mt_bench:127,mt_bench,42,52,1,P1,9,8,2,0.1151500791311264,1,172
chain,127_t0,mt_bench:127,mt_bench,42,53,1,P1,9,8,9,0.041838131844997406,1,181
chain,127_t0,mt_bench:127,mt_bench,42,54,1,P1,7,8,1,1.446567416191101,2,190
chain,127_t0,mt_bench:127,mt_bench,42,55,1,P1,8,8,8,0.0010102650849148631,1,197
chain,127_t1,mt_bench:127,mt_bench,42,0,0,Miss (fresh JIT),3,8,1,5.942261695861816,35,1
chain,127_t1,mt_bench:127,mt_bench,42,1,0,Miss (fresh JIT),7,8,2,0.4722365438938141,1,4
chain,127_t1,mt_bench:127,mt_bench,42,2,0,Miss (fresh JIT),9,8,9,0.45478853583335876,1,11
chain,127_t1,mt_bench:127,mt_bench,42,3,2,P2,1,8,1,2.9280872344970703,4,20
chain,127_t1,mt_bench:127,mt_bench,42,4,1,P1,2,8,3,0.5464610457420349,1,21
chain,127_t1,mt_bench:127,mt_bench,42,5,1,P1,5,8,1,1.1475646495819092,2,23
chain,127_t1,mt_bench:127,mt_bench,42,6,1,P1,4,8,4,0.058278638869524,1,28
chain,127_t1,mt_bench:127,mt_bench,42,7,1,P1,9,8,8,0.1889692097902298,1,32
chain,127_t1,mt_bench:127,mt_bench,42,8,2,P2,5,8,5,0.19418106973171234,1,41
chain,127_t1,mt_bench:127,mt_bench,42,9,1,P1,9,8,9,0.0631449744105339,1,46
chain,127_t1,mt_bench:127,mt_bench,42,10,1,P1,2,8,2,0.05942002311348915,1,55
chain,127_t1,mt_bench:127,mt_bench,42,11,1,P1,1,8,1,3.933148145675659,7,57
chain,136_t0,mt_bench:136,mt_bench,42,0,0,Miss (fresh JIT),2,8,1,4.678348541259766,18,1
chain,136_t0,mt_bench:136,mt_bench,42,1,1,P1,3,8,2,1.3042329549789429,1,3
chain,136_t0,mt_bench:136,mt_bench,42,2,1,P1,9,8,9,0.6171516180038452,1,6
chain,136_t0,mt_bench:136,mt_bench,42,3,1,P1,1,8,1,1.0656514167785645,2,15
chain,136_t0,mt_bench:136,mt_bench,42,4,1,P1,1,8,1,1.5083246231079102,2,16
chain,136_t0,mt_bench:136,mt_bench,42,5,1,P1,9,8,3,0.04839562997221947,1,17
chain,136_t0,mt_bench:136,mt_bench,42,6,1,P1,9,8,7,0.0012509147636592388,1,26
chain,136_t0,mt_bench:136,mt_bench,42,7,1,P1,9,8,7,0.004801410716027021,1,35
chain,136_t0,mt_bench:136,mt_bench,42,8,1,P1,2,8,2,0.062386803328990936,1,44
chain,136_t0,mt_bench:136,mt_bench,42,9,2,P2,9,8,9,0.919964611530304,1,46
chain,136_t0,mt_bench:136,mt_bench,42,10,1,P1,6,8,6,0.37407436966896057,1,55
chain,136_t0,mt_bench:136,mt_bench,42,11,1,P1,9,8,9,0.0015919642755761743,1,61
chain,136_t0,mt_bench:136,mt_bench,42,12,1,P1,9,8,9,0.019551770761609077,1,70
chain,136_t0,mt_bench:136,mt_bench,42,13,1,P1,4,8,4,5.936446541454643e-05,1,79
chain,136_t0,mt_bench:136,mt_bench,42,14,1,P1,1,8,1,2.6672816276550293,2,83
chain,136_t0,mt_bench:136,mt_bench,42,15,1,P1,9,8,9,0.04454043135046959,1,84
chain,136_t0,mt_bench:136,mt_bench,42,16,1,P1,4,8,4,7.962863310240209e-05,1,93
chain,136_t0,mt_bench:136,mt_bench,42,17,1,P1,1,8,1,1.3926312923431396,2,97
chain,136_t0,mt_bench:136,mt_bench,42,18,1,P1,9,8,9,0.15300077199935913,1,98
chain,136_t0,mt_bench:136,mt_bench,42,19,1,P1,9,8,9,0.07642868906259537,1,107
chain,136_t0,mt_bench:136,mt_bench,42,20,1,P1,4,8,3,0.001035987981595099,1,116
chain,136_t0,mt_bench:136,mt_bench,42,21,1,P1,8,8,3,0.15707747638225555,1,120
chain,136_t0,mt_bench:136,mt_bench,42,22,1,P1,9,8,3,0.006393099669367075,1,128
chain,136_t0,mt_bench:136,mt_bench,42,23,1,P1,9,8,9,0.1920916885137558,1,137
chain,136_t0,mt_bench:136,mt_bench,42,24,1,P1,9,8,9,0.0004456242313608527,1,146
chain,136_t0,mt_bench:136,mt_bench,42,25,1,P1,9,8,4,0.9737240672111511,1,155
chain,136_t0,mt_bench:136,mt_bench,42,26,1,P1,5,8,7,0.0026719605084508657,1,164
chain,136_t0,mt_bench:136,mt_bench,42,27,1,P1,2,8,2,0.06250372529029846,1,169
chain,136_t0,mt_bench:136,mt_bench,42,28,1,P1,5,8,5,0.001893633627332747,1,171
chain,136_t0,mt_bench:136,mt_bench,42,29,1,P1,9,8,9,0.0038169401232153177,1,176
chain,136_t0,mt_bench:136,mt_bench,42,30,1,P1,9,8,9,0.00011181206355104223,1,185
chain,136_t0,mt_bench:136,mt_bench,42,31,1,P1,1,8,1,1.9032243490219116,3,194
chain,136_t0,mt_bench:136,mt_bench,42,32,1,P1,5,8,5,0.015291949734091759,1,195
chain,136_t0,mt_bench:136,mt_bench,42,33,1,P1,9,8,5,0.0005909841856919229,1,200
chain,136_t0,mt_bench:136,mt_bench,42,34,1,P1,1,8,1,0.7971763610839844,2,209
chain,136_t0,mt_bench:136,mt_bench,42,35,1,P1,9,8,9,0.00017295771976932883,1,210
chain,136_t1,mt_bench:136,mt_bench,42,0,0,Miss (fresh JIT),3,8,3,0.0014600817812606692,1,1
chain,136_t1,mt_bench:136,mt_bench,42,1,1,P1,3,8,7,0.03902602568268776,1,4
chain,136_t1,mt_bench:136,mt_bench,42,2,1,P1,4,8,4,0.02616446651518345,1,7
chain,136_t1,mt_bench:136,mt_bench,42,3,0,Miss (fresh JIT),2,8,2,0.5149193406105042,1,11
chain,136_t1,mt_bench:136,mt_bench,42,4,1,P1,1,8,1,4.925295829772949,10,13
chain,136_t1,mt_bench:136,mt_bench,42,5,0,Miss (fresh JIT),1,8,1,5.402868270874023,5,14
chain,136_t1,mt_bench:136,mt_bench,42,6,2,P2,2,8,1,4.310347557067871,9,15
chain,136_t1,mt_bench:136,mt_bench,42,7,1,P1,6,8,1,9.269986152648926,472,17
chain,136_t1,mt_bench:136,mt_bench,42,8,0,Miss (fresh JIT),1,8,1,1.871593952178955,3,23
chain,136_t1,mt_bench:136,mt_bench,42,9,1,P1,1,8,1,1.9334256649017334,2,24
chain,136_t1,mt_bench:136,mt_bench,42,10,1,P1,4,8,4,1.1161733865737915,1,25
chain,136_t1,mt_bench:136,mt_bench,42,11,2,P2,1,8,2,0.7898716330528259,1,29
chain,136_t1,mt_bench:136,mt_bench,42,12,1,P1,1,8,1,6.633888244628906,23,30
chain,136_t1,mt_bench:136,mt_bench,42,13,2,P2,2,8,1,1.6535460948944092,3,31
chain,136_t1,mt_bench:136,mt_bench,42,14,2,P2,1,8,1,3.43686580657959,8,33
chain,136_t1,mt_bench:136,mt_bench,42,15,2,P2,1,8,1,1.3207319974899292,2,34
chain,136_t1,mt_bench:136,mt_bench,42,16,1,P1,5,8,1,3.9394872188568115,8,35
chain,136_t1,mt_bench:136,mt_bench,42,17,2,P2,4,8,2,0.8133612275123596,1,40
chain,136_t1,mt_bench:136,mt_bench,42,18,0,Miss (fresh JIT),3,8,3,1.076277732849121,1,44
chain,136_t1,mt_bench:136,mt_bench,42,19,1,P1,1,8,1,5.2624711990356445,23,47
chain,136_t1,mt_bench:136,mt_bench,42,20,0,Miss (fresh JIT),1,8,1,1.757832646369934,3,48
chain,136_t1,mt_bench:136,mt_bench,42,21,1,P1,1,8,1,1.2319159507751465,2,49
chain,136_t1,mt_bench:136,mt_bench,42,22,1,P1,4,8,2,0.25574755668640137,1,50
chain,136_t1,mt_bench:136,mt_bench,42,23,1,P1,3,8,1,3.145122528076172,3,54
chain,136_t1,mt_bench:136,mt_bench,42,24,2,P2,1,8,1,2.8939285278320312,4,57
chain,136_t1,mt_bench:136,mt_bench,42,25,1,P1,2,8,2,1.1409392356872559,1,58
chain,136_t1,mt_bench:136,mt_bench,42,26,2,P2,6,8,1,2.0405240058898926,3,60
chain,136_t1,mt_bench:136,mt_bench,42,27,2,P2,1,8,1,1.0961546897888184,2,66
chain,136_t1,mt_bench:136,mt_bench,42,28,1,P1,1,8,1,1.4948099851608276,2,67
chain,136_t1,mt_bench:136,mt_bench,42,29,1,P1,4,8,2,0.9453030228614807,1,68
chain,136_t1,mt_bench:136,mt_bench,42,30,2,P2,2,8,1,1.8561054468154907,2,72
chain,136_t1,mt_bench:136,mt_bench,42,31,1,P1,3,8,1,4.287219047546387,8,74
chain,136_t1,mt_bench:136,mt_bench,42,32,1,P1,1,8,1,3.5487892627716064,3,77
chain,136_t1,mt_bench:136,mt_bench,42,33,1,P1,1,8,1,7.2086615562438965,259,78
chain,136_t1,mt_bench:136,mt_bench,42,34,0,Miss (fresh JIT),4,8,1,2.5655908584594727,4,79
chain,136_t1,mt_bench:136,mt_bench,42,35,2,P2,6,8,5,0.5507627129554749,1,83
chain,136_t1,mt_bench:136,mt_bench,42,36,1,P1,7,8,2,0.5339864492416382,1,89
chain,136_t1,mt_bench:136,mt_bench,42,37,0,Miss (fresh JIT),1,8,2,1.382254958152771,1,96
chain,136_t1,mt_bench:136,mt_bench,42,38,1,P1,5,8,1,1.224648118019104,2,97
chain,136_t1,mt_bench:136,mt_bench,42,39,0,Miss (fresh JIT),1,8,1,3.892406702041626,9,102
chain,136_t1,mt_bench:136,mt_bench,42,40,2,P2,9,8,9,0.17234985530376434,1,103
chain,136_t1,mt_bench:136,mt_bench,42,41,1,P1,7,8,2,0.006487025413662195,1,112
chain,136_t1,mt_bench:136,mt_bench,42,42,1,P1,9,8,6,0.06849236786365509,1,119
chain,136_t1,mt_bench:136,mt_bench,42,43,1,P1,1,8,1,3.210603713989258,2,128
chain,138_t1,mt_bench:138,mt_bench,42,0,0,Miss (fresh JIT),5,8,1,2.812772750854492,4,1
chain,138_t1,mt_bench:138,mt_bench,42,1,2,P2,8,8,3,0.3101772367954254,1,6
chain,138_t1,mt_bench:138,mt_bench,42,2,2,P2,1,8,1,7.00635290145874,108,14
chain,138_t1,mt_bench:138,mt_bench,42,3,0,Miss (fresh JIT),2,8,1,1.959662914276123,2,15
chain,138_t1,mt_bench:138,mt_bench,42,4,1,P1,1,8,1,7.476766586303711,135,17
chain,138_t1,mt_bench:138,mt_bench,42,5,0,Miss (fresh JIT),3,8,4,0.0020688814111053944,1,18
chain,138_t1,mt_bench:138,mt_bench,42,6,1,P1,1,8,1,6.955057144165039,64,21
chain,138_t1,mt_bench:138,mt_bench,42,7,0,Miss (fresh JIT),1,8,1,5.576098918914795,43,22
chain,138_t1,mt_bench:138,mt_bench,42,8,2,P2,2,8,2,1.7036075592041016,1,23
chain,138_t1,mt_bench:138,mt_bench,42,9,0,Miss (fresh JIT),1,8,2,1.6062109470367432,1,25
chain,138_t1,mt_bench:138,mt_bench,42,10,1,P1,1,8,1,2.3776779174804688,2,26
chain,138_t1,mt_bench:138,mt_bench,42,11,1,P1,3,8,3,0.3296969532966614,1,27
chain,138_t1,mt_bench:138,mt_bench,42,12,1,P1,3,8,2,0.03268330544233322,1,30
chain,138_t1,mt_bench:138,mt_bench,42,13,1,P1,1,8,1,3.1780104637145996,2,33
chain,138_t1,mt_bench:138,mt_bench,42,14,1,P1,1,8,1,2.3993897438049316,5,34
chain,138_t1,mt_bench:138,mt_bench,42,15,0,Miss (fresh JIT),5,8,4,0.9949648380279541,1,35
chain,138_t1,mt_bench:138,mt_bench,42,16,1,P1,3,8,1,2.423318386077881,3,40
chain,138_t1,mt_bench:138,mt_bench,42,17,1,P1,2,8,2,0.6402186751365662,1,43
chain,138_t1,mt_bench:138,mt_bench,42,18,1,P1,1,8,4,0.5296026468276978,1,45
chain,138_t1,mt_bench:138,mt_bench,42,19,1,P1,3,8,3,0.02457953803241253,1,46
chain,138_t1,mt_bench:138,mt_bench,42,20,1,P1,2,8,9,0.17592178285121918,1,49
chain,138_t1,mt_bench:138,mt_bench,42,21,1,P1,9,8,9,0.1524881273508072,1,51
chain,138_t1,mt_bench:138,mt_bench,42,22,1,P1,3,8,3,0.0962047353386879,1,60
chain,138_t1,mt_bench:138,mt_bench,42,23,1,P1,7,8,9,0.025459304451942444,1,63
chain,138_t1,mt_bench:138,mt_bench,42,24,1,P1,2,8,2,0.026432229205965996,1,70
chain,138_t1,mt_bench:138,mt_bench,42,25,0,Miss (fresh JIT),1,8,1,6.078958034515381,22,72
chain,138_t1,mt_bench:138,mt_bench,42,26,2,P2,4,8,1,1.7122570276260376,2,73
chain,138_t1,mt_bench:138,mt_bench,42,27,2,P2,1,8,1,2.844104051589966,5,77
chain,138_t1,mt_bench:138,mt_bench,42,28,2,P2,1,8,1,7.14888858795166,50,78
chain,138_t1,mt_bench:138,mt_bench,42,29,2,P2,1,8,1,3.8692307472229004,8,79
chain,138_t1,mt_bench:138,mt_bench,42,30,2,P2,3,8,1,2.2607932090759277,2,80
chain,138_t1,mt_bench:138,mt_bench,42,31,1,P1,8,8,1,4.196501731872559,9,83
chain,138_t1,mt_bench:138,mt_bench,42,32,1,P1,2,8,1,1.193023920059204,2,91
chain,138_t1,mt_bench:138,mt_bench,42,33,1,P1,2,8,2,1.0320733785629272,1,93
chain,138_t1,mt_bench:138,mt_bench,42,34,2,P2,1,8,1,1.7723937034606934,2,95
chain,138_t1,mt_bench:138,mt_bench,42,35,1,P1,1,8,1,3.8987789154052734,8,96
chain,138_t1,mt_bench:138,mt_bench,42,36,2,P2,2,8,2,0.6357613205909729,1,97
chain,138_t1,mt_bench:138,mt_bench,42,37,2,P2,1,8,1,1.6969995498657227,2,99
chain,138_t1,mt_bench:138,mt_bench,42,38,1,P1,4,8,1,2.7049763202667236,2,100
chain,138_t1,mt_bench:138,mt_bench,42,39,1,P1,1,8,1,8.590380668640137,366,104
chain,138_t1,mt_bench:138,mt_bench,42,40,0,Miss (fresh JIT),5,8,2,0.10363323241472244,1,105
chain,138_t1,mt_bench:138,mt_bench,42,41,2,P2,7,8,7,0.033867284655570984,1,110
chain,138_t1,mt_bench:138,mt_bench,42,42,2,P2,8,8,4,0.011368142440915108,1,117
chain,138_t1,mt_bench:138,mt_bench,42,43,1,P1,4,8,4,0.005768793635070324,1,125
chain,138_t1,mt_bench:138,mt_bench,42,44,1,P1,1,8,1,3.774738311767578,8,129
chain,138_t1,mt_bench:138,mt_bench,42,45,2,P2,1,8,1,2.791954517364502,4,130
chain,138_t1,mt_bench:138,mt_bench,42,46,1,P1,1,8,1,2.1069445610046387,2,131
chain,138_t1,mt_bench:138,mt_bench,42,47,1,P1,4,8,1,3.108220100402832,4,132
chain,138_t1,mt_bench:138,mt_bench,42,48,1,P1,4,8,4,1.7205181121826172,1,136
chain,138_t1,mt_bench:138,mt_bench,42,49,0,Miss (fresh JIT),1,8,1,11.846213340759277,2938,140
chain,138_t1,mt_bench:138,mt_bench,42,50,0,Miss (fresh JIT),1,8,1,4.447424411773682,17,141
chain,138_t1,mt_bench:138,mt_bench,42,51,2,P2,9,8,9,0.06980005651712418,1,142
chain,138_t1,mt_bench:138,mt_bench,42,52,1,P1,6,8,6,9.536738616588991e-07,1,151
chain,138_t1,mt_bench:138,mt_bench,42,53,2,P2,4,8,2,4.768370445162873e-07,1,157
chain,138_t1,mt_bench:138,mt_bench,42,54,1,P1,8,8,3,0.0019165972480550408,1,161
chain,138_t1,mt_bench:138,mt_bench,42,55,1,P1,1,8,1,3.7150726318359375,5,169
chain,138_t1,mt_bench:138,mt_bench,42,56,2,P2,1,8,2,1.1546697616577148,1,170
chain,138_t1,mt_bench:138,mt_bench,42,57,1,P1,3,8,1,1.344548225402832,2,171
chain,138_t1,mt_bench:138,mt_bench,42,58,1,P1,2,8,2,1.1279910802841187,1,174
chain,138_t1,mt_bench:138,mt_bench,42,59,1,P1,4,8,1,2.115990161895752,3,176
chain,138_t1,mt_bench:138,mt_bench,42,60,2,P2,3,8,3,1.5713179111480713,1,180
chain,138_t1,mt_bench:138,mt_bench,42,61,0,Miss (fresh JIT),2,8,1,3.436077356338501,3,183
chain,138_t1,mt_bench:138,mt_bench,42,62,1,P1,1,8,1,3.0989537239074707,5,185
chain,138_t1,mt_bench:138,mt_bench,42,63,1,P1,1,8,1,1.6134004592895508,2,186
chain,138_t1,mt_bench:138,mt_bench,42,64,1,P1,8,8,1,1.952789545059204,2,187
chain,138_t1,mt_bench:138,mt_bench,42,65,1,P1,6,8,6,0.11945237219333649,1,195
chain,138_t1,mt_bench:138,mt_bench,42,66,0,Miss (fresh JIT),1,8,1,7.43095588684082,194,201
chain,138_t1,mt_bench:138,mt_bench,42,67,0,Miss (fresh JIT),1,8,1,8.479259490966797,67,202
chain,138_t1,mt_bench:138,mt_bench,42,68,2,P2,9,8,9,1.607530117034912,1,203
chain,138_t1,mt_bench:138,mt_bench,42,69,1,P1,9,8,9,3.576278118089249e-07,1,212
chain,138_t1,mt_bench:138,mt_bench,42,70,2,P2,4,8,1,2.278935670852661,2,221
chain,138_t1,mt_bench:138,mt_bench,42,71,2,P2,9,8,2,0.007017489522695541,1,225
chain,138_t1,mt_bench:138,mt_bench,42,72,1,P1,9,8,9,-0.0,1,234
chain,138_t1,mt_bench:138,mt_bench,42,73,1,P1,8,8,5,0.2721613049507141,1,243
chain,138_t1,mt_bench:138,mt_bench,42,74,0,Miss (fresh JIT),4,8,5,0.7189962863922119,1,251
chain,138_t1,mt_bench:138,mt_bench,42,75,1,P1,1,8,1,3.535153388977051,6,255
chain,138_t1,mt_bench:138,mt_bench,42,76,2,P2,9,8,1,3.0705013275146484,2,256
chain,138_t1,mt_bench:138,mt_bench,42,77,0,Miss (fresh JIT),1,8,1,6.16719388961792,15,265
chain,138_t1,mt_bench:138,mt_bench,42,78,0,Miss (fresh JIT),2,8,2,1.4396332502365112,1,266
chain,138_t1,mt_bench:138,mt_bench,42,79,1,P1,5,8,1,3.464198112487793,4,268
chain,138_t1,mt_bench:138,mt_bench,42,80,1,P1,9,8,9,0.031976375728845596,1,273
chain,138_t1,mt_bench:138,mt_bench,42,81,1,P1,9,8,8,-0.0,1,282
chain,138_t1,mt_bench:138,mt_bench,42,82,1,P1,9,8,1,1.7839553356170654,4,291
chain,138_t1,mt_bench:138,mt_bench,42,83,2,P2,6,8,3,1.0641298294067383,1,300
chain,138_t1,mt_bench:138,mt_bench,42,84,1,P1,7,8,7,0.37069323658943176,1,306
chain,138_t1,mt_bench:138,mt_bench,42,85,1,P1,7,8,7,0.10799884051084518,1,313
chain,138_t1,mt_bench:138,mt_bench,42,86,1,P1,9,8,9,0.00030632095877081156,1,320
chain,138_t1,mt_bench:138,mt_bench,42,87,1,P1,1,8,2,0.8242273926734924,1,329
chain,138_t1,mt_bench:138,mt_bench,42,88,1,P1,9,8,1,1.475988745689392,3,330
chain,138_t1,mt_bench:138,mt_bench,42,89,2,P2,1,8,2,1.7517775297164917,1,339
chain,138_t1,mt_bench:138,mt_bench,42,90,1,P1,7,8,1,1.4667010307312012,3,340
chain,138_t1,mt_bench:138,mt_bench,42,91,0,Miss (fresh JIT),1,8,1,6.51195764541626,32,347
chain,138_t1,mt_bench:138,mt_bench,42,92,2,P2,3,8,1,4.110363960266113,15,348
