arm,uid,question_id,question_key,group,turn,seed,event_index,source_id,source,accepted_len,accepted_spec_len,valid_k,completion_offset,fully_observed
chain,188_t0,188,translation:188,translation,0,42,82,1,P1,9,8,8,470,1
chain,188_t0,188,translation:188,translation,0,42,83,1,P1,9,8,8,479,1
chain,188_t0,188,translation:188,translation,0,42,84,1,P1,9,8,8,488,1
chain,188_t0,188,translation:188,translation,0,42,85,1,P1,9,8,8,497,1
chain,188_t0,188,translation:188,translation,0,42,86,1,P1,9,8,8,506,0
chain,206_t0,206,translation:206,translation,0,42,0,0,Miss (fresh JIT),2,1,8,1,1
chain,206_t0,206,translation:206,translation,0,42,1,2,P2,2,1,8,3,1
chain,206_t0,206,translation:206,translation,0,42,2,1,P1,1,0,8,5,1
chain,206_t0,206,translation:206,translation,0,42,3,2,P2,1,0,8,6,1
chain,206_t0,206,translation:206,translation,0,42,4,2,P2,5,4,8,7,1
chain,206_t0,206,translation:206,translation,0,42,5,2,P2,3,2,8,12,1
chain,206_t0,206,translation:206,translation,0,42,6,1,P1,3,2,8,15,1
chain,206_t0,206,translation:206,translation,0,42,7,2,P2,1,0,8,18,1
chain,206_t0,206,translation:206,translation,0,42,8,1,P1,4,3,8,19,1
chain,206_t0,206,translation:206,translation,0,42,9,0,Miss (fresh JIT),2,1,8,23,1
chain,206_t0,206,translation:206,translation,0,42,10,1,P1,3,2,8,25,1
chain,206_t0,206,translation:206,translation,0,42,11,1,P1,1,0,8,28,1
chain,206_t0,206,translation:206,translation,0,42,12,2,P2,3,2,8,29,1
chain,206_t0,206,translation:206,translation,0,42,13,1,P1,4,3,8,32,1
chain,206_t0,206,translation:206,translation,0,42,14,2,P2,2,1,8,36,1
chain,206_t0,206,translation:206,translation,0,42,15,2,P2,2,1,8,38,1
chain,206_t0,206,translation:206,translation,0,42,16,1,P1,5,4,8,40,1
chain,206_t0,206,translation:206,translation,0,42,17,2,P2,2,1,8,45,1
chain,206_t0,206,translation:206,translation,0,42,18,1,P1,4,3,8,47,1
chain,206_t0,206,translation:206,translation,0,42,19,2,P2,2,1,8,51,1
chain,206_t0,206,translation:206,translation,0,42,20,1,P1,4,3,8,53,1
chain,206_t0,206,translation:206,translation,0,42,21,2,P2,7,6,8,57,1
chain,206_t0,206,translation:206,translation,0,42,22,0,Miss (fresh JIT),1,0,8,64,1
chain,206_t0,206,translation:206,translation,0,42,23,0,Miss (fresh JIT),1,0,8,65,1
chain,206_t0,206,translation:206,translation,0,42,24,1,P1,1,0,8,66,1
chain,206_t0,206,translation:206,translation,0,42,25,0,Miss (fresh JIT),3,2,8,67,1
chain,206_t0,206,translation:206,translation,0,42,26,1,P1,5,4,8,70,1
chain,206_t0,206,translation:206,translation,0,42,27,1,P1,5,4,8,75,1
chain,206_t0,206,translation:206,translation,0,42,28,0,Miss (fresh JIT),1,0,8,80,1
chain,206_t0,206,translation:206,translation,0,42,29,0,Miss (fresh JIT),4,3,8,81,1
chain,206_t0,206,translation:206,translation,0,42,30,0,Miss (fresh JIT),1,0,8,85,1
chain,206_t0,206,translation:206,translation,0,42,31,0,Miss (fresh JIT),1,0,8,86,1
chain,206_t0,206,translation:206,translation,0,42,32,0,Miss (fresh JIT),6,5,8,87,1
chain,206_t0,206,translation:206,translation,0,42,33,1,P1,1,0,8,93,1
chain,206_t0,206,translation:206,translation,0,42,34,2,P2,1,0,8,94,1
chain,206_t0,206,translation:206,translation,0,42,35,2,P2,2,1,8,95,1
chain,206_t0,206,translation:206,translation,0,42,36,1,P1,3,2,8,97,1
chain,206_t0,206,translation:206,translation,0,42,37,2,P2,9,8,8,100,1
chain,206_t0,206,translation:206,translation,0,42,38,1,P1,3,2,8,109,1
chain,206_t0,206,translation:206,translation,0,42,39,1,P1,3,2,8,112,1
chain,206_t0,206,translation:206,translation,0,42,40,1,P1,2,1,8,115,1
chain,206_t0,206,translation:206,translation,0,42,41,1,P1,5,4,8,117,1
chain,206_t0,206,translation:206,translation,0,42,42,2,P2,8,7,8,122,1
chain,206_t0,206,translation:206,translation,0,42,43,2,P2,4,3,8,130,1
chain,206_t0,206,translation:206,translation,0,42,44,0,Miss (fresh JIT),4,3,8,134,1
chain,206_t0,206,translation:206,translation,0,42,45,1,P1,6,5,8,138,1
chain,206_t0,206,translation:206,translation,0,42,46,0,Miss (fresh JIT),1,0,8,144,1
chain,206_t0,206,translation:206,translation,0,42,47,0,Miss (fresh JIT),3,2,8,145,1
chain,206_t0,206,translation:206,translation,0,42,48,1,P1,6,5,8,148,1
chain,206_t0,206,translation:206,translation,0,42,49,0,Miss (fresh JIT),5,4,8,154,1
chain,206_t0,206,translation:206,translation,0,42,50,0,Miss (fresh JIT),3,2,8,159,1
chain,206_t0,206,translation:206,translation,0,42,51,0,Miss (fresh JIT),2,1,8,162,1
chain,206_t0,206,translation:206,translation,0,42,52,0,Miss (fresh JIT),2,1,8,164,1
chain,206_t0,206,translation:206,translation,0,42,53,1,P1,1,0,8,166,1
chain,206_t0,206,translation:206,translation,0,42,54,1,P1,2,1,8,167,1
chain,206_t0,206,translation:206,translation,0,42,55,0,Miss (fresh JIT),1,0,8,169,1
chain,206_t0,206,translation:206,translation,0,42,56,0,Miss (fresh JIT),3,2,8,170,1
chain,206_t0,206,translation:206,translation,0,42,57,0,Miss (fresh JIT),5,4,8,173,1
chain,206_t0,206,translation:206,translation,0,42,58,1,P1,1,0,8,178,1
chain,206_t0,206,translation:206,translation,0,42,59,1,P1,7,6,8,179,1
chain,206_t0,206,translation:206,translation,0,42,60,1,P1,1,0,8,186,1
chain,206_t0,206,translation:206,translation,0,42,61,1,P1,2,1,8,187,1
chain,206_t0,206,translation:206,translation,0,42,62,1,P1,9,8,8,189,1
chain,206_t0,206,translation:206,translation,0,42,63,1,P1,5,4,8,198,1
chain,206_t0,206,translation:206,translation,0,42,64,0,Miss (fresh JIT),1,0,8,203,1
chain,206_t0,206,translation:206,translation,0,42,65,2,P2,3,2,8,204,1
chain,206_t0,206,translation:206,translation,0,42,66,0,Miss (fresh JIT),1,0,8,207,1
chain,206_t0,206,translation:206,translation,0,42,67,2,P2,1,0,8,208,1
chain,206_t0,206,translation:206,translation,0,42,68,1,P1,2,1,8,209,1
chain,206_t0,206,translation:206,translation,0,42,69,1,P1,6,5,8,211,1
chain,206_t0,206,translation:206,translation,0,42,70,1,P1,1,0,8,217,1
chain,206_t0,206,translation:206,translation,0,42,71,1,P1,1,0,8,218,1
chain,206_t0,206,translation:206,translation,0,42,72,0,Miss (fresh JIT),2,1,8,219,1
chain,206_t0,206,translation:206,translation,0,42,73,1,P1,4,3,8,221,1
chain,206_t0,206,translation:206,translation,0,42,74,1,P1,5,4,8,225,1
chain,206_t0,206,translation:206,translation,0,42,75,1,P1,6,5,8,230,1
chain,206_t0,206,translation:206,translation,0,42,76,2,P2,9,8,8,236,1
chain,206_t0,206,translation:206,translation,0,42,77,1,P1,6,5,8,245,1
chain,206_t0,206,translation:206,translation,0,42,78,0,Miss (fresh JIT),2,1,8,251,1
chain,206_t0,206,translation:206,translation,0,42,79,0,Miss (fresh JIT),3,2,8,253,1
chain,206_t0,206,translation:206,translation,0,42,80,1,P1,4,3,8,256,1
chain,206_t0,206,translation:206,translation,0,42,81,0,Miss (fresh JIT),2,1,8,260,1
chain,206_t0,206,translation:206,translation,0,42,82,1,P1,3,2,8,262,1
chain,206_t0,206,translation:206,translation,0,42,83,0,Miss (fresh JIT),1,0,8,265,1
chain,206_t0,206,translation:206,translation,0,42,84,0,Miss (fresh JIT),1,0,8,266,1
chain,206_t0,206,translation:206,translation,0,42,85,2,P2,4,3,8,267,1
chain,206_t0,206,translation:206,translation,0,42,86,0,Miss (fresh JIT),3,2,8,271,1
chain,206_t0,206,translation:206,translation,0,42,87,0,Miss (fresh JIT),1,0,8,274,1
chain,206_t0,206,translation:206,translation,0,42,88,1,P1,1,0,8,275,1
chain,206_t0,206,translation:206,translation,0,42,89,1,P1,4,3,8,276,1
chain,206_t0,206,translation:206,translation,0,42,90,2,P2,1,0,8,280,1
chain,206_t0,206,translation:206,translation,0,42,91,1,P1,3,2,8,281,1
chain,206_t0,206,translation:206,translation,0,42,92,1,P1,3,2,8,284,1
chain,206_t0,206,translation:206,translation,0,42,93,1,P1,4,3,8,287,1
chain,206_t0,206,translation:206,translation,0,42,94,1,P1,4,3,8,291,1
chain,206_t0,206,translation:206,translation,0,42,95,1,P1,6,5,8,295,1
chain,206_t0,206,translation:206,translation,0,42,96,1,P1,1,0,8,301,1
chain,206_t0,206,translation:206,translation,0,42,97,0,Miss (fresh JIT),3,2,8,302,1
chain,206_t0,206,translation:206,translation,0,42,98,1,P1,1,0,8,305,1
chain,206_t0,206,translation:206,translation,0,42,99,1,P1,7,6,8,306,1
chain,206_t0,206,translation:206,translation,0,42,100,0,Miss (fresh JIT),2,1,8,313,1
chain,206_t0,206,translation:206,translation,0,42,101,1,P1,9,8,8,315,1
chain,206_t0,206,translation:206,translation,0,42,102,1,P1,9,8,8,324,1
chain,206_t0,206,translation:206,translation,0,42,103,1,P1,1,0,8,333,1
chain,206_t0,206,translation:206,translation,0,42,104,0,Miss (fresh JIT),1,0,8,334,1
chain,206_t0,206,translation:206,translation,0,42,105,1,P1,2,1,8,335,1
chain,206_t0,206,translation:206,translation,0,42,106,1,P1,2,1,8,337,1
chain,206_t0,206,translation:206,translation,0,42,107,1,P1,1,0,8,339,1
chain,206_t0,206,translation:206,translation,0,42,108,2,P2,1,0,8,340,1
chain,206_t0,206,translation:206,translation,0,42,109,1,P1,5,4,8,341,1
chain,206_t0,206,translation:206,translation,0,42,110,0,Miss (fresh JIT),5,4,8,346,1
chain,206_t0,206,translation:206,translation,0,42,111,1,P1,1,0,8,351,1
chain,206_t0,206,translation:206,translation,0,42,112,2,P2,5,4,8,352,1
chain,206_t0,206,translation:206,translation,0,42,113,2,P2,1,0,8,357,1
chain,206_t0,206,translation:206,translation,0,42,114,0,Miss (fresh JIT),5,4,8,358,1
chain,206_t0,206,translation:206,translation,0,42,115,1,P1,2,1,8,363,1
chain,206_t0,206,translation:206,translation,0,42,116,2,P2,9,8,8,365,1
chain,206_t0,206,translation:206,translation,0,42,117,1,P1,5,4,8,374,1
chain,206_t0,206,translation:206,translation,0,42,118,1,P1,9,8,8,379,1
chain,206_t0,206,translation:206,translation,0,42,119,1,P1,4,3,8,388,1
chain,206_t0,206,translation:206,translation,0,42,120,2,P2,2,1,8,392,1
chain,206_t0,206,translation:206,translation,0,42,121,0,Miss (fresh JIT),1,0,8,394,1
chain,206_t0,206,translation:206,translation,0,42,122,1,P1,1,0,8,395,1
chain,206_t0,206,translation:206,translation,0,42,123,1,P1,2,1,8,396,1
chain,206_t0,206,translation:206,translation,0,42,124,2,P2,3,2,8,398,1
chain,206_t0,206,translation:206,translation,0,42,125,0,Miss (fresh JIT),4,3,8,401,1
chain,206_t0,206,translation:206,translation,0,42,126,1,P1,9,8,8,405,1
chain,206_t0,206,translation:206,translation,0,42,127,1,P1,5,4,8,414,1
chain,206_t0,206,translation:206,translation,0,42,128,0,Miss (fresh JIT),1,0,8,419,1
chain,206_t0,206,translation:206,translation,0,42,129,1,P1,1,0,8,420,1
chain,206_t0,206,translation:206,translation,0,42,130,1,P1,5,4,8,421,1
chain,206_t0,206,translation:206,translation,0,42,131,1,P1,4,3,8,426,1
chain,206_t0,206,translation:206,translation,0,42,132,2,P2,4,3,8,430,1
chain,206_t0,206,translation:206,translation,0,42,133,0,Miss (fresh JIT),2,1,8,434,1
chain,206_t0,206,translation:206,translation,0,42,134,1,P1,7,6,8,436,1
chain,206_t0,206,translation:206,translation,0,42,135,1,P1,1,0,8,443,1
chain,206_t0,206,translation:206,translation,0,42,136,1,P1,7,6,8,444,1
chain,206_t0,206,translation:206,translation,0,42,137,1,P1,2,1,8,451,1
chain,206_t0,206,translation:206,translation,0,42,138,1,P1,2,1,8,453,1
chain,206_t0,206,translation:206,translation,0,42,139,1,P1,9,8,8,455,1
chain,206_t0,206,translation:206,translation,0,42,140,1,P1,7,6,8,464,1
chain,206_t0,206,translation:206,translation,0,42,141,0,Miss (fresh JIT),1,0,8,471,1
chain,206_t0,206,translation:206,translation,0,42,142,1,P1,3,2,8,472,1
chain,206_t0,206,translation:206,translation,0,42,143,1,P1,4,3,8,475,1
chain,206_t0,206,translation:206,translation,0,42,144,0,Miss (fresh JIT),1,0,8,479,1
chain,206_t0,206,translation:206,translation,0,42,145,0,Miss (fresh JIT),3,2,8,480,1
chain,206_t0,206,translation:206,translation,0,42,146,1,P1,9,8,8,483,1
chain,206_t0,206,translation:206,translation,0,42,147,1,P1,1,0,8,492,1
chain,206_t0,206,translation:206,translation,0,42,148,1,P1,3,2,8,493,1
chain,206_t0,206,translation:206,translation,0,42,149,1,P1,2,1,8,496,1
chain,206_t0,206,translation:206,translation,0,42,150,1,P1,2,1,8,498,1
chain,206_t0,206,translation:206,translation,0,42,151,1,P1,2,1,8,500,1
chain,206_t0,206,translation:206,translation,0,42,152,1,P1,9,8,8,502,1
chain,206_t0,206,translation:206,translation,0,42,153,1,P1,4,3,8,511,0
chain,231_t0,231,translation:231,translation,0,42,0,0,Miss (fresh JIT),1,0,8,1,1
chain,231_t0,231,translation:231,translation,0,42,1,0,Miss (fresh JIT),6,5,8,2,1
chain,231_t0,231,translation:231,translation,0,42,2,1,P1,2,1,8,8,1
chain,231_t0,231,translation:231,translation,0,42,3,0,Miss (fresh JIT),4,3,8,10,1
chain,231_t0,231,translation:231,translation,0,42,4,2,P2,4,3,8,14,1
chain,231_t0,231,translation:231,translation,0,42,5,0,Miss (fresh JIT),1,0,8,18,1
chain,231_t0,231,translation:231,translation,0,42,6,0,Miss (fresh JIT),1,0,8,19,1
chain,231_t0,231,translation:231,translation,0,42,7,0,Miss (fresh JIT),4,3,8,20,1
chain,231_t0,231,translation:231,translation,0,42,8,1,P1,3,2,8,24,1
chain,231_t0,231,translation:231,translation,0,42,9,2,P2,3,2,8,27,1
chain,231_t0,231,translation:231,translation,0,42,10,2,P2,3,2,8,30,1
chain,231_t0,231,translation:231,translation,0,42,11,2,P2,3,2,8,33,1
chain,231_t0,231,translation:231,translation,0,42,12,1,P1,2,1,8,36,1
chain,231_t0,231,translation:231,translation,0,42,13,2,P2,1,0,8,38,1
chain,231_t0,231,translation:231,translation,0,42,14,1,P1,5,4,8,39,1
chain,231_t0,231,translation:231,translation,0,42,15,0,Miss (fresh JIT),3,2,8,44,1
chain,231_t0,231,translation:231,translation,0,42,16,2,P2,1,0,8,47,1
chain,231_t0,231,translation:231,translation,0,42,17,2,P2,3,2,8,48,1
chain,231_t0,231,translation:231,translation,0,42,18,1,P1,4,3,8,51,1
chain,231_t0,231,translation:231,translation,0,42,19,0,Miss (fresh JIT),1,0,8,55,1
chain,231_t0,231,translation:231,translation,0,42,20,2,P2,3,2,8,56,1
chain,231_t0,231,translation:231,translation,0,42,21,1,P1,1,0,8,59,1
chain,231_t0,231,translation:231,translation,0,42,22,2,P2,2,1,8,60,1
chain,231_t0,231,translation:231,translation,0,42,23,0,Miss (fresh JIT),2,1,8,62,1
chain,231_t0,231,translation:231,translation,0,42,24,1,P1,5,4,8,64,1
chain,231_t0,231,translation:231,translation,0,42,25,0,Miss (fresh JIT),4,3,8,69,1
chain,231_t0,231,translation:231,translation,0,42,26,2,P2,1,0,8,73,1
chain,231_t0,231,translation:231,translation,0,42,27,1,P1,1,0,8,74,1
chain,231_t0,231,translation:231,translation,0,42,28,2,P2,1,0,8,75,1
chain,231_t0,231,translation:231,translation,0,42,29,1,P1,2,1,8,76,1
chain,231_t0,231,translation:231,translation,0,42,30,2,P2,2,1,8,78,1
chain,231_t0,231,translation:231,translation,0,42,31,1,P1,2,1,8,80,1
chain,231_t0,231,translation:231,translation,0,42,32,0,Miss (fresh JIT),2,1,8,82,1
chain,231_t0,231,translation:231,translation,0,42,33,2,P2,9,8,8,84,1
chain,231_t0,231,translation:231,translation,0,42,34,0,Miss (fresh JIT),4,3,8,93,1
chain,231_t0,231,translation:231,translation,0,42,35,2,P2,2,1,8,97,1
chain,231_t0,231,translation:231,translation,0,42,36,1,P1,3,2,8,99,1
chain,231_t0,231,translation:231,translation,0,42,37,0,Miss (fresh JIT),1,0,8,102,1
chain,231_t0,231,translation:231,translation,0,42,38,1,P1,2,1,8,103,1
chain,231_t0,231,translation:231,translation,0,42,39,1,P1,1,0,8,105,1
chain,231_t0,231,translation:231,translation,0,42,40,1,P1,1,0,8,106,1
chain,231_t0,231,translation:231,translation,0,42,41,1,P1,2,1,8,107,1
chain,231_t0,231,translation:231,translation,0,42,42,2,P2,9,8,8,109,1
chain,231_t0,231,translation:231,translation,0,42,43,1,P1,5,4,8,118,1
chain,231_t0,231,translation:231,translation,0,42,44,1,P1,1,0,8,123,1
chain,231_t0,231,translation:231,translation,0,42,45,2,P2,3,2,8,124,1
chain,231_t0,231,translation:231,translation,0,42,46,0,Miss (fresh JIT),4,3,8,127,1
chain,231_t0,231,translation:231,translation,0,42,47,0,Miss (fresh JIT),7,6,8,131,1
chain,231_t0,231,translation:231,translation,0,42,48,0,Miss (fresh JIT),9,8,8,138,1
chain,231_t0,231,translation:231,translation,0,42,49,1,P1,2,1,8,147,1
chain,231_t0,231,translation:231,translation,0,42,50,2,P2,2,1,8,149,1
chain,231_t0,231,translation:231,translation,0,42,51,0,Miss (fresh JIT),3,2,8,151,1
chain,231_t0,231,translation:231,translation,0,42,52,1,P1,3,2,8,154,1
chain,231_t0,231,translation:231,translation,0,42,53,1,P1,3,2,8,157,1
chain,231_t0,231,translation:231,translation,0,42,54,2,P2,2,1,8,160,1
chain,231_t0,231,translation:231,translation,0,42,55,1,P1,4,3,8,162,1
chain,231_t0,231,translation:231,translation,0,42,56,1,P1,6,5,8,166,1
chain,231_t0,231,translation:231,translation,0,42,57,0,Miss (fresh JIT),1,0,8,172,1
chain,231_t0,231,translation:231,translation,0,42,58,0,Miss (fresh JIT),2,1,8,173,1
chain,231_t0,231,translation:231,translation,0,42,59,2,P2,1,0,8,175,1
chain,231_t0,231,translation:231,translation,0,42,60,1,P1,2,1,8,176,1
chain,231_t0,231,translation:231,translation,0,42,61,1,P1,3,2,8,178,1
chain,231_t0,231,translation:231,translation,0,42,62,1,P1,1,0,8,181,1
chain,231_t0,231,translation:231,translation,0,42,63,2,P2,3,2,8,182,1
chain,231_t0,231,translation:231,translation,0,42,64,2,P2,5,4,8,185,1
chain,231_t0,231,translation:231,translation,0,42,65,0,Miss (fresh JIT),3,2,8,190,1
chain,231_t0,231,translation:231,translation,0,42,66,0,Miss (fresh JIT),1,0,8,193,1
chain,231_t0,231,translation:231,translation,0,42,67,2,P2,1,0,8,194,1
chain,231_t0,231,translation:231,translation,0,42,68,1,P1,2,1,8,195,1
chain,231_t0,231,translation:231,translation,0,42,69,2,P2,9,8,8,197,1
chain,231_t0,231,translation:231,translation,0,42,70,1,P1,2,1,8,206,1
chain,231_t0,231,translation:231,translation,0,42,71,2,P2,9,8,8,208,1
chain,231_t0,231,translation:231,translation,0,42,72,1,P1,1,0,8,217,1
chain,231_t0,231,translation:231,translation,0,42,73,1,P1,1,0,8,218,1
chain,231_t0,231,translation:231,translation,0,42,74,2,P2,3,2,8,219,1
chain,231_t0,231,translation:231,translation,0,42,75,2,P2,6,5,8,222,1
chain,231_t0,231,translation:231,translation,0,42,76,0,Miss (fresh JIT),1,0,8,228,1
chain,231_t0,231,translation:231,translation,0,42,77,0,Miss (fresh JIT),2,1,8,229,1
chain,231_t0,231,translation:231,translation,0,42,78,0,Miss (fresh JIT),1,0,8,231,1
chain,231_t0,231,translation:231,translation,0,42,79,1,P1,2,1,8,232,1
chain,231_t0,231,translation:231,translation,0,42,80,2,P2,6,5,8,234,1
chain,231_t0,231,translation:231,translation,0,42,81,2,P2,6,5,8,240,1
chain,231_t0,231,translation:231,translation,0,42,82,1,P1,1,0,8,246,1
chain,231_t0,231,translation:231,translation,0,42,83,2,P2,5,4,8,247,1
chain,231_t0,231,translation:231,translation,0,42,84,1,P1,1,0,8,252,1
chain,231_t0,231,translation:231,translation,0,42,85,1,P1,6,5,8,253,1
chain,231_t0,231,translation:231,translation,0,42,86,1,P1,2,1,8,259,1
chain,231_t0,231,translation:231,translation,0,42,87,2,P2,2,1,8,261,1
chain,231_t0,231,translation:231,translation,0,42,88,1,P1,1,0,8,263,1
chain,231_t0,231,translation:231,translation,0,42,89,2,P2,5,4,8,264,1
chain,231_t0,231,translation:231,translation,0,42,90,0,Miss (fresh JIT),2,1,8,269,1
chain,231_t0,231,translation:231,translation,0,42,91,1,P1,2,1,8,271,1
chain,231_t0,231,translation:231,translation,0,42,92,2,P2,2,1,8,273,1
chain,231_t0,231,translation:231,translation,0,42,93,1,P1,9,8,8,275,1
chain,231_t0,231,translation:231,translation,0,42,94,1,P1,9,8,8,284,1
chain,231_t0,231,translation:231,translation,0,42,95,1,P1,2,1,8,293,1
chain,231_t0,231,translation:231,translation,0,42,96,1,P1,6,5,8,295,1
chain,231_t0,231,translation:231,translation,0,42,97,2,P2,1,0,8,301,1
chain,231_t0,231,translation:231,translation,0,42,98,0,Miss (fresh JIT),2,1,8,302,1
chain,231_t0,231,translation:231,translation,0,42,99,2,P2,2,1,8,304,1
chain,231_t0,231,translation:231,translation,0,42,100,2,P2,1,0,8,306,1
chain,231_t0,231,translation:231,translation,0,42,101,1,P1,2,1,8,307,1
chain,231_t0,231,translation:231,translation,0,42,102,1,P1,5,4,8,309,1
chain,231_t0,231,translation:231,translation,0,42,103,0,Miss (fresh JIT),1,0,8,314,1
chain,231_t0,231,translation:231,translation,0,42,104,1,P1,1,0,8,315,1
chain,231_t0,231,translation:231,translation,0,42,105,1,P1,2,1,8,316,1
chain,231_t0,231,translation:231,translation,0,42,106,1,P1,1,0,8,318,1
chain,231_t0,231,translation:231,translation,0,42,107,2,P2,4,3,8,319,1
chain,231_t0,231,translation:231,translation,0,42,108,2,P2,7,6,8,323,1
chain,231_t0,231,translation:231,translation,0,42,109,0,Miss (fresh JIT),2,1,8,330,1
chain,231_t0,231,translation:231,translation,0,42,110,1,P1,4,3,8,332,1
chain,231_t0,231,translation:231,translation,0,42,111,2,P2,2,1,8,336,1
chain,231_t0,231,translation:231,translation,0,42,112,2,P2,5,4,8,338,1
chain,231_t0,231,translation:231,translation,0,42,113,2,P2,3,2,8,343,1
chain,231_t0,231,translation:231,translation,0,42,114,1,P1,1,0,8,346,1
chain,231_t0,231,translation:231,translation,0,42,115,1,P1,2,1,8,347,1
chain,231_t0,231,translation:231,translation,0,42,116,1,P1,2,1,8,349,1
chain,231_t0,231,translation:231,translation,0,42,117,2,P2,2,1,8,351,1
chain,231_t0,231,translation:231,translation,0,42,118,2,P2,2,1,8,353,1
chain,231_t0,231,translation:231,translation,0,42,119,0,Miss (fresh JIT),3,2,8,355,1
chain,231_t0,231,translation:231,translation,0,42,120,1,P1,5,4,8,358,1
chain,231_t0,231,translation:231,translation,0,42,121,2,P2,4,3,8,363,1
chain,231_t0,231,translation:231,translation,0,42,122,1,P1,1,0,8,367,1
chain,231_t0,231,translation:231,translation,0,42,123,0,Miss (fresh JIT),9,8,8,368,1
chain,231_t0,231,translation:231,translation,0,42,124,2,P2,1,0,8,377,1
chain,231_t0,231,translation:231,translation,0,42,125,1,P1,3,2,8,378,1
chain,231_t0,231,translation:231,translation,0,42,126,1,P1,3,2,8,381,1
chain,231_t0,231,translation:231,translation,0,42,127,2,P2,4,3,8,384,1
chain,231_t0,231,translation:231,translation,0,42,128,2,P2,6,5,8,388,1
chain,231_t0,231,translation:231,translation,0,42,129,0,Miss (fresh JIT),9,8,8,394,1
chain,231_t0,231,translation:231,translation,0,42,130,1,P1,1,0,8,403,1
chain,231_t0,231,translation:231,translation,0,42,131,1,P1,4,3,8,404,1
chain,231_t0,231,translation:231,translation,0,42,132,1,P1,5,4,8,408,1
chain,231_t0,231,translation:231,translation,0,42,133,1,P1,1,0,8,413,1
chain,231_t0,231,translation:231,translation,0,42,134,0,Miss (fresh JIT),3,2,8,414,1
chain,231_t0,231,translation:231,translation,0,42,135,0,Miss (fresh JIT),2,1,8,417,1
chain,231_t0,231,translation:231,translation,0,42,136,1,P1,5,4,8,419,1
chain,231_t0,231,translation:231,translation,0,42,137,1,P1,4,3,8,424,1
chain,231_t0,231,translation:231,translation,0,42,138,0,Miss (fresh JIT),2,1,8,428,1
chain,231_t0,231,translation:231,translation,0,42,139,2,P2,3,2,8,430,1
chain,231_t0,231,translation:231,translation,0,42,140,1,P1,5,4,8,433,1
chain,231_t0,231,translation:231,translation,0,42,141,1,P1,2,1,8,438,1
chain,231_t0,231,translation:231,translation,0,42,142,1,P1,6,5,8,440,1
chain,231_t0,231,translation:231,translation,0,42,143,1,P1,1,0,8,446,1
chain,231_t0,231,translation:231,translation,0,42,144,1,P1,1,0,8,447,1
chain,231_t0,231,translation:231,translation,0,42,145,2,P2,1,0,8,448,1
chain,231_t0,231,translation:231,translation,0,42,146,0,Miss (fresh JIT),3,2,8,449,1
chain,231_t0,231,translation:231,translation,0,42,147,1,P1,3,2,8,452,1
chain,231_t0,231,translation:231,translation,0,42,148,1,P1,4,3,8,455,1
chain,231_t0,231,translation:231,translation,0,42,149,0,Miss (fresh JIT),6,5,8,459,1
chain,231_t0,231,translation:231,translation,0,42,150,0,Miss (fresh JIT),2,1,8,465,1
chain,231_t0,231,translation:231,translation,0,42,151,2,P2,3,2,8,467,1
chain,231_t0,231,translation:231,translation,0,42,152,2,P2,2,1,8,470,1
chain,231_t0,231,translation:231,translation,0,42,153,1,P1,4,3,8,472,1
chain,231_t0,231,translation:231,translation,0,42,154,1,P1,6,5,8,476,1
chain,231_t0,231,translation:231,translation,0,42,155,1,P1,2,1,8,482,1
chain,231_t0,231,translation:231,translation,0,42,156,1,P1,9,8,8,484,1
chain,231_t0,231,translation:231,translation,0,42,157,1,P1,6,5,8,493,1
chain,231_t0,231,translation:231,translation,0,42,158,0,Miss (fresh JIT),4,3,8,499,1
chain,231_t0,231,translation:231,translation,0,42,159,1,P1,1,0,8,503,1
chain,231_t0,231,translation:231,translation,0,42,160,1,P1,1,0,8,504,1
chain,231_t0,231,translation:231,translation,0,42,161,2,P2,4,3,8,505,1
chain,231_t0,231,translation:231,translation,0,42,162,0,Miss (fresh JIT),9,8,8,509,0
chain,243_t0,243,summarization:243,summarization,0,42,0,0,Miss (fresh JIT),2,1,8,1,1
chain,243_t0,243,summarization:243,summarization,0,42,1,2,P2,9,8,8,3,1
chain,243_t0,243,summarization:243,summarization,0,42,2,1,P1,9,8,8,12,1
chain,243_t0,243,summarization:243,summarization,0,42,3,1,P1,9,8,8,21,1
chain,243_t0,243,summarization:243,summarization,0,42,4,1,P1,6,5,8,30,0
chain,284_t0,284,summarization:284,summarization,0,42,0,0,Miss (fresh JIT),1,0,8,1,1
chain,284_t0,284,summarization:284,summarization,0,42,1,1,P1,1,0,8,2,1
chain,284_t0,284,summarization:284,summarization,0,42,2,2,P2,4,3,8,3,1
chain,284_t0,284,summarization:284,summarization,0,42,3,1,P1,9,8,8,7,1
chain,284_t0,284,summarization:284,summarization,0,42,4,1,P1,5,4,8,16,1
chain,284_t0,284,summarization:284,summarization,0,42,5,1,P1,1,0,8,21,1
chain,284_t0,284,summarization:284,summarization,0,42,6,2,P2,2,1,8,22,1
chain,284_t0,284,summarization:284,summarization,0,42,7,1,P1,1,0,8,24,1
chain,284_t0,284,summarization:284,summarization,0,42,8,2,P2,1,0,8,25,1
chain,284_t0,284,summarization:284,summarization,0,42,9,1,P1,1,0,8,26,0
chain,291_t0,291,summarization:291,summarization,0,42,0,0,Miss (fresh JIT),9,8,8,1,1
chain,291_t0,291,summarization:291,summarization,0,42,1,1,P1,6,5,8,10,1
